memory_point,kind,likes,reason,author,created_at,text,url
直播互动与口头名场面,post,1,粉丝点评/关系记忆表达明确,吴晶的小窝,2025年12月28日 22:54,@云熠星河超话🌌#云旗郝熠然# 直播的时候普普有些疲惫、看着很累，工作辛苦也要注意身体哦！小星河希望你们健健康康、平平安安的@云旗Yunqi @郝熠然 ​​​,https://m.weibo.cn/detail/5248962724629520
星河宇宙与引力文案,post,1,粉丝点评/关系记忆表达明确,Q气愤愤Q,2025年12月28日 22:42,演员云旗超话 🌌#向全世界安利云旗#云熠星河超话#云熠99# 每天看一遍，开心快乐@云旗Yunqi ​,https://m.weibo.cn/detail/5248959657279871
不拆承诺与1.4定海神针,post,1,粉丝点评/关系记忆表达明确,Q气愤愤Q,2025年12月28日 22:39,郝熠然超话 🌌#向全世界安利郝熠然##云熠99#云熠星河超话最好的遇见，最帅的郝熠然@郝熠然 ​,https://m.weibo.cn/detail/5248958722474868
旗熠青海与应援色,post,1,粉丝点评/关系记忆表达明确,一定要去见爱豆,2025年12月28日 22:30,郝熠然超话@郝熠然 直播结束的挺突然的，刚开始感觉普普脸色和眼睛都有点不对劲，希望好好照顾自己@郝熠然 平安健康#向全世界安利郝熠然##向全世界安利最好的云旗#云熠星河超话郝熠然超话#小星河 旗熠青# ​,https://m.weibo.cn/detail/5248956478521418
角色作品入坑与真诚努力,post,1,粉丝点评/关系记忆表达明确,酥鱼来了,2025年12月28日 12:34,#云熠星河#🌌云熠星河超话 ma我们的人你们还有心吗 💔💔💔ma我们的人看见我们这么甜还会舍得ma我们吗 ma我们的人看见我们这么真诚还舍得ma我们吗 ma我们的人看见我们这么宠粉还舍得ma我们吗 ma我们的人看见我们这么合拍还舍得ma我们吗 ma我们的人看见我们这么默契还舍得ma我们吗 ma我们的人看见我们这么纯粹还舍得ma我们吗 ma我们的人看见我们这么双向还舍得ma我们吗 ma我们的人看见我们这么用心还舍得ma我们吗 ma我们的人看见我们这么契合还舍得ma我们吗ma我们的人看见我们这么温柔还舍得ma我们吗@,https://m.weibo.cn/detail/5248806686823258
星河宇宙与引力文案,post,1,粉丝点评/关系记忆表达明确,玫玖cci,2025年12月28日 00:23,#云熠星河##云旗郝熠然# 被云旗和郝熠然的真诚所打动，一个沉稳如磐石，一个耀眼如星辰，未来请继续并肩前行，小星河永远支持你们，前路浩荡，未来可期，一直走花路！ ​,https://m.weibo.cn/detail/5248622577062798
星河宇宙与引力文案,post,1,粉丝点评/关系记忆表达明确,香草冰淇淋V,2025年12月29日 13:24,"云熠星河超话 祝愿云旗和郝熠然，永远健康快乐，不要自责也不要关注那些不重要的人的话语，追光不止步，爱意永不落幕。 ⭐️𝒞𝒽𝒶𝓈𝑒 𝓉𝒽𝑒 𝓁𝒾𝑔𝒽𝓉, 𝓃𝑒𝓋𝑒𝓇 𝓈𝓉𝑜𝓅; 🌸𝐿𝑜𝓋𝑒 𝓃𝑒𝓋𝑒𝓇 𝒻𝒶𝒹𝑒𝓈, 𝒻𝑜𝓇𝑒𝓋𝑒𝓇 𝒶𝓁𝓌𝒶𝓎𝓈. ⭐️ ​",https://m.weibo.cn/detail/5249181632956083
角色作品入坑与真诚努力,post,1,粉丝点评/关系记忆表达明确,枫晴紫,2025年12月29日 09:10,郝熠然超话 在药店相遇的那一刻，为什么游主任会哭呢？昨天普普有解读这场戏，真是完全说中了我的感受啊。 那时候的两个人都走入了极端，一个害怕对方离开不停的以威胁的方式留住对方，另一个从以为的深爱跌落至了深渊，自己都渡不了自己。 在爱和恨都还那么浓烈的状态下，樊宵以那么决绝的方式给了游书朗自由，很多话都没有机会说出来，两人的羁绊就戛然而止了。 是，樊宵做错过，但后面爱也是真的，他只是不知道如何正确的去爱一个人，游书朗那么聪明，怎么会看不明白。只不过作为一个人，他的教养他的自尊自爱，不允许他原谅他接受他，他自己也不知该,https://m.weibo.cn/detail/5249117695770969
不拆承诺与1.4定海神针,post,1,粉丝点评/关系记忆表达明确,红苹果的心88,2025年12月29日 20:09,泰剧吾岸超话#恭喜泰剧吾岸超话发帖量破2万##全民美食PK季##VLOG2022# @微博VLOG 小星河祝贺云熠99璀璨星辰 2北京·德外 L红苹果的心88的微博视频 ​,https://m.weibo.cn/detail/5249283355837910
不拆承诺与1.4定海神针,post,1,粉丝点评/关系记忆表达明确,丨丶儭乂哒灬,2025年12月29日 19:41,云熠星河超话#云熠星河# 🌌 #云旗郝熠然#遇到云熠星河是我这辈子吃过最好的饭饭感谢两小只今天放的饭饭云熠99.小星河99@郝熠然 @云旗Yunqi L丨丶儭乂哒灬的微博视频 ​,https://m.weibo.cn/detail/5249276370488781
小星河与引力场守护,post,1,粉丝点评/关系记忆表达明确,云熠清辉,2025年12月29日 16:04,云熠星河超话 🌌#云旗郝熠然# 咱们小星河就是最幸福的粉丝团体 期待和你们一起跨年@云旗Yunqi @郝熠然 L墨柒柒涵的微博视频 ​,https://m.weibo.cn/detail/5249221691183079
直播互动与口头名场面,post,1,粉丝点评/关系记忆表达明确,云熠的小星河pk,2025年12月29日 13:09,郝熠然超话#云熠星河# 🌌#云旗郝熠然# 🌌#云旗郝熠然直播# 普普你最棒了！小星河会一直支持你的！加油吖 ​,https://m.weibo.cn/detail/5249177785468527
星河宇宙与引力文案,post,1,粉丝点评/关系记忆表达明确,普洱味西瓜_云熠澳门演唱会2次版,2025年12月30日 22:10,云熠星河超话 我在江苏以小星河🌌的身份#云旗郝熠然# 陪云熠和所有小星河🌌们一起跨年㊗️云熠：2026年跨年快乐，青云直上，熠熠生辉 ​,https://m.weibo.cn/detail/5249676380472608
星河宇宙与引力文案,post,1,粉丝点评/关系记忆表达明确,凹凸不平2026,2025年12月30日 21:59,云熠星河超话 🌌#云熠星河# 突发其想，查了一下星座云旗狮子座 火象星座郝熠然处女座 土象星座云旗如火象星座热情、奔放、充满活力；郝熠然如土象星座务实、内敛、稳重。这种差异会带来新鲜感和吸引力，云旗的热情可以激发郝熠然的活力，而郝熠然的稳重则能为云旗提供安全感 。所以云旗➕郝熠然🟰云熠星河中独特的旗熠青@云旗Yunqi @郝熠然,https://m.weibo.cn/detail/5249673486667167
不拆承诺与1.4定海神针,post,1,粉丝点评/关系记忆表达明确,Neapatty,2025年12月30日 21:31,云熠星河超话#云熠99# 纪念一下，这是我2025年的第一条超话信息，也是第一次喜欢这个题材的故事，值得留念 ​,https://m.weibo.cn/detail/5249666401962426
角色作品入坑与真诚努力,post,1,粉丝点评/关系记忆表达明确,熠_旗-走Ba,2025年12月30日 20:27,云熠星河超话 作者笔下的人物解析其实我在写樊霄情感历程变化的时候，内心是复杂的，纠结的，只能夜深人静的时候扒开他。因为他这个人物没有游书郎那么纯粹，他是疯批的，也是专一的，高智商，情绪超级稳定的上位者。前期我很喜欢游书郎这个角色，被他的人物设定吸引，后期我觉得樊霄这人的底色其实和游书郎一样都是善良的，只是他自己也不知道。同样樊霄其实也是个让人心疼的角色。一句话概括樊霄：他是一个在黑暗里活得太久，久到忘了光的样子，直到被一道强光灼伤了眼睛，才拼了命想成为配得上那束光的人。他是个“病人”，病根儿在童年和过去。从小在“,https://m.weibo.cn/detail/5249650433196544
角色作品入坑与真诚努力,post,1,粉丝点评/关系记忆表达明确,云棣霄-云熠,2025年12月30日 09:07,云熠星河超话 本是想让菩萨下地狱，却偏偏连心也沦陷@云旗Yunqi 本是樊宵想让菩萨下地狱，却被地狱的人偷偷走了心@郝熠然 “众生安于十恶，而我罪孽更加深重，我想把教化渡人的菩萨拉入五浊，与我一同锁在这三恶五趣的婆娑世界，朝朝暮暮”#郝熠然##云旗##向全世界安利云旗##向全世界安利郝熠然##无岸52无暗# O网页链接,https://m.weibo.cn/detail/5249479343342032
小星河与引力场守护,post,1,粉丝点评/关系记忆表达明确,普普人间理想,2025年12月30日 00:31,云熠星河超话 #云旗郝熠然# 小星河想要 小星河得到 幸福@云旗Yunqi @郝熠然 ​,https://m.weibo.cn/detail/5249349351375987
小星河与引力场守护,post,1,粉丝点评/关系记忆表达明确,就一点好,2025年12月31日 22:40,云熠星河超话 🌌#云熠星河# 倒计时50分钟如果你们知道云熠要陪小星河一起跨年，你们也会觉得我们很幸运吧？没错，我们的小星河的云熠今晚要直播陪我们一起跨年哦!这是我们相识并追随的第一年!从2025年的12月起，我们就是泡在蜜罐里长大的小星河最后㊗️我们的云熠，新的一年，新岁启封，好事“马”上到，快乐不重样🎉@云旗Yunqi @郝熠然,https://m.weibo.cn/detail/5250046233943887
星河宇宙与引力文案,post,1,粉丝点评/关系记忆表达明确,krien_77,2025年12月31日 22:16,"#云熠星河# 🌌#云旗郝熠然# 如果季节有方向，那一定是朝着彼此奔赴的轨迹，周而复始，生生不息。Like autumn persistently meeting spring, across the cycle of all things.@郝熠然 @云旗Yunqi Lkrien_77的微博视频 ​",https://m.weibo.cn/detail/5250040248407818
角色作品入坑与真诚努力,post,1,粉丝点评/关系记忆表达明确,云熠小星河默默守护,2025年12月31日 11:02,云熠星河超话 三十多岁的人了，突然你们两个真诚的小男孩，就那么出现在平淡的生活里，掀起波澜，我之前只喜欢巴巴，她是很好很好的人从她出道时默默无闻到顶流一直陪伴（不知道有没有同担)，也希望你们以后像她一样，坚韧不拔，内心强大，不要被外界质疑的声音影响，永远做自己，专注自身能力的提升，一直走花路。特别是普普努力了那么久，终于走进了大家的视野，看你被情绪内耗，就特别心疼你，你和巴巴的性格太像了，怕你像她来时路一样受到太多伤害，想你强大，更心疼你的成长。最后我想说人的磁场是一致的，我喜欢的人都有一样的温暖底色，愿你们都一,https://m.weibo.cn/detail/5249870585661757
直播互动与口头名场面,post,1,粉丝点评/关系记忆表达明确,椰橙粥,2025年12月31日 00:58,【炽夏】12.31汇总1-8@柯能是耶星1.微博正文🌈2.微博正文🌈3.微博正文🌈4.微博正文🌈5.微博正文🌈6.微博正文🌈7.微博正文🌈8.微博正文🌈9 微博正文🌈@是小嫣贝贝10 微博正文🌈@小兔月球ing11.微博正文👍🌈@小敖少熬夜_12.微博正文🌈@訊食魚13.微博正文🌈@不時魚TOT 14.微博正文🌈@临期面 15.微博正文🌈@mioToT16-19🌈@Ruipeng_序尾巷旧 16.微博正文17.微博正文18.微博正文19.微博正文20.微博正文 🌈 @kiku_幼御21.微博正文🌈@Tsuki-豪迈,https://m.weibo.cn/detail/5249718563112325
不拆承诺与1.4定海神针,post,1,粉丝点评/关系记忆表达明确,DokiDoki-鹿鹿,01月01日 22:10,云熠星河超话差点就忘了还好还好，云熠99 ​,https://m.weibo.cn/detail/5250401046638626
不拆承诺与1.4定海神针,post,1,粉丝点评/关系记忆表达明确,配得感很高的曼妙李女士,01月01日 22:04,云熠星河超话郝熠然超话演员云旗超话 尽量托举一下啊姐妹们，份子钱也就几杯奶茶而已，云熠以后能不能一起走花路就看大家啦，云熠99 ​,https://m.weibo.cn/detail/5250399621353128
双向奔赴与爱意传递,post,1,粉丝点评/关系记忆表达明确,爱吃香菜的小星河,01月01日 22:02,#云熠星河#🌌#云旗郝熠然#又是为云熠疯狂上头的一天！医生说我对你们的爱意很稳定@云旗Yunqi @郝熠然 ​,https://m.weibo.cn/detail/5250399138490802
不拆承诺与1.4定海神针,post,1,粉丝点评/关系记忆表达明确,七月-云熠星河,01月01日 22:00,云熠星河超话 🌌#云旗郝熠然#又是被追着喂糖的一天，云熠99！值得更好 ​,https://m.weibo.cn/detail/5250398458751622
角色作品入坑与真诚努力,post,1,粉丝点评/关系记忆表达明确,甜梦仙君,01月01日 16:04,#云熠星河# 云熠小宇宙完全是我的乌托邦你画我猜这期真的太好磕了，两位完全写实派笨蛋情侣知根知底的画手猜词很快嘛～第1幅图:堆雪人vs包饺子（结尾还在复盘）这里普普超快画完超期待的表情展示，云旗一猜出来就两眼亮闪闪夸夸，8个月的相处真磨合好了，小孩哥完全被好好宠爱了。包饺子结尾才是磕点，哥哥完全是哄小孩不给正确答案，给了个“紫啧”对视直接爆笑真的很开心了，和一个久处不厌的人呆在一起好幸福啊第2幅图:狮子座vs大眼瞪小眼普普完全是引导型恋人，循循善诱，不急不慢引导云旗说出答案，由狮子坐凳子得出答案，有点无奈，但云旗还,https://m.weibo.cn/detail/5250309083632957
星河宇宙与引力文案,post,1,粉丝点评/关系记忆表达明确,空白__瓶平,01月01日 13:54,#云熠星河# 🌌#云旗郝熠然# 新年快乐🎇因为关系很好朝夕相处的同事突然离世，并且在我跟他通完话后不到一个小时就离开了，所以最近心情一直不太好，但是又庆幸自己习惯很好，平常待同事热心，不觉亏欠，但心中终有不安，一直想转移注意力，开始每天跑步，跑步这个事情一年里常常提起又快速放下，但终究3分热度，坚持不久，借此契机下定决心，坚持下去。在健身同时也在追剧，健身和剧同时分泌的多巴胺会让我提起精神，面对之后的每一天，所以万事顺心，不要辜负当时的自己，年少的梦不在年少时实现终究会少了少年心气，抱憾终身。也希望3分钟热度的老己,https://m.weibo.cn/detail/5250276170925634
双向奔赴与爱意传递,post,1,粉丝点评/关系记忆表达明确,禾木一场空,01月01日 13:31,"云熠星河超话郝熠然超话演员云旗超话#云熠星河##云旗郝熠然# “星河坠入潮汐，爱意涌入眼底.” ""𝓣𝓱𝓮 𝓼𝓽𝓪𝓻𝓼 𝓯𝓪𝓵𝓵 𝓲𝓷𝓽𝓸 𝓽𝓱𝓮 𝓽𝓲𝓭𝓮, 𝓪𝓷𝓭 𝓵𝓸𝓿𝓮 𝓯𝓵𝓸𝔀𝓼 𝓲𝓷𝓽𝓸 𝓽𝓱𝓮 𝓮𝔂𝓮𝓼.",https://m.weibo.cn/detail/5250270455927440
