memory_point,kind,likes,reason,author,text,url
跑男时期综艺名场面,post,3,粉丝点评/记忆表达明确,椰椰玛祁朵,#迪丽热巴跑男只录了12天#录制时长与背景迪丽热巴作为《奔跑吧》第五季（2017年）常驻嘉宾，整季12期内容实际拍摄仅耗时12个工作日，却支撑了近3个月的播出周期。该季是节目更名为《奔跑吧》的首季，她因活泼表现被称为“跑男迪”“甜热热”，成为观众记忆中的高光角色。 热议契机2026年4月下旬，这一旧闻被重新挖掘并登上热搜，许多网友表示难以置信，原以为她参与了整季长期录制。,https://m.weibo.cn/detail/5292002398438101
跑男时期综艺名场面,post,3,粉丝点评/记忆表达明确,Dear_万人迷,#迪丽热巴跑男只录了12天#原来只录了十二天吗 吸粉无数的热甜甜 ​当时真的记忆深刻啊 ​天生红人命 ​​​创造了很多名场面 ​​​,https://m.weibo.cn/detail/5292002015972402
白日提灯贺思慕/女鬼鬼王记忆,post,3,粉丝点评/记忆表达明确,巴分糖63,迪丽热巴超话 姐姐鲨我，梦回火狼女#迪丽热巴贺思慕蝉联角色热度冠军# ​,https://m.weibo.cn/detail/5290489965184225
李长歌与《长歌行》角色记忆,post,3,粉丝点评/记忆表达明确,每天热爱巴巴,梦回李长歌迪丽热巴超话 ​,https://m.weibo.cn/detail/5289212643640634
白日提灯贺思慕/女鬼鬼王记忆,post,3,粉丝点评/记忆表达明确,badada热可可,真的梦回#迪丽热巴贺思慕# ​,https://m.weibo.cn/detail/5286536716749089
生日生贺与小小迪陪伴记忆,post,3,粉丝点评/记忆表达明确,蒸鱼Joon,迪丽热巴超话#迪丽热巴0603生日快乐# 考古一波旧照（自修）也许有你没见过的，晚安 ​,https://m.weibo.cn/detail/5293912974429955
花少/你好星期六等综艺片刻,post,3,粉丝点评/记忆表达明确,wyl_砚凝,迪丽热巴超话 回看之后，才更加深爱迪丽热巴重新回看迪丽热巴参加的所有综艺，从《花儿与少年》到《开始推理吧》第二季、第三季，一路完整看完，心里只剩下满满的偏爱，也越发喜欢这个温柔又强大的女孩。初看《花儿与少年》时，只觉得她温柔懂事。旅途之中，她内敛低调，心思细腻，习惯顾及身边所有人，从不争抢镜头，总是默默体贴同伴，小心翼翼又柔软善良。那时的她带着一丝拘谨，习惯收敛自己，把温柔留给身边的人，在慢节奏的旅行里慢慢被治愈，也慢慢舒展自己。那时,https://m.weibo.cn/detail/5289715272254403
红毯神图与高定封神造型,post,3,粉丝点评/记忆表达明确,第周巴见面_,迪丽热巴超话 忆当年我夺山河！@Dear-迪丽热巴 #迪丽热巴邓为迪奥生图##迪丽热巴金刚发型# ​,https://m.weibo.cn/detail/5293195699160124
嘻嘻迪/表情包/可爱梗,post,3,粉丝点评/记忆表达明确,你就是我光束中的一夜黑啊,#33岁迪丽热巴状态# 想起之前跟很多巴粉都玩过她“优雅知性”的梗，看看现在的她我觉得我真得道歉，说十年后会成为一个优雅知性的女子现在你真的做到了，是我当年有眼无珠了 ​,https://m.weibo.cn/detail/5292826603820967
跑男时期综艺名场面,post,3,粉丝点评/记忆表达明确,-日记的第九页k,#迪丽热巴跑男只录了12天#颠覆认知，原来迪丽热巴当年加盟跑男只录了12天，行程紧凑却表现亮眼，温柔又有活力，颜值实力双在线，每一期都让人印象深刻，难怪大家一直反复怀念 ​,https://m.weibo.cn/detail/5292214045378155
红毯神图与高定封神造型,post,3,粉丝点评/记忆表达明确,釜山06錵,#迪丽热巴跑男只录了12天#你知道的我当年特爱看热巴那一季 现在还记得热巴当时下车走红毯的画面 ​,https://m.weibo.cn/detail/5292090837958958
跑男时期综艺名场面,post,3,粉丝点评/记忆表达明确,无欲无求随便活着,#迪丽热巴跑男只录了12天#当年没弃跑男的时候迪丽热巴那季我看了。不做作，能放下包袱又很拼，其实挺全力以赴拼搏不轻言放弃精神的跑男精神（现在…算了吧）。不过发现没，越是这样的人这节目越留不住，因为他们不懂“变通”，以为无愧于心就够了。不过为什么会重提这个？ ​,https://m.weibo.cn/detail/5292084678099083
跑男时期综艺名场面,post,3,粉丝点评/记忆表达明确,美萌egg,#迪丽热巴跑男只录了12天#真的假的这么短时间，那当年嗑的陆地前后只相处了12天是吗 ​,https://m.weibo.cn/detail/5292028146750147
演员成长与角色群像评价,post,3,粉丝点评/记忆表达明确,雪薄灰烬,#开推4迪丽热巴退出丁程鑫加入#二、争议焦点与观众分歧节目组承诺落差：2月8日发布会宣称“赫丽摸金宇（原六人组）全员回归”，但次日网传名单曝光变动，被质疑宣传诚信。部分观众认为迪丽热巴档期理由存疑（《白日提灯》2025年已杀青）。观众反馈两极分化：担忧方：认为迪丽热巴缺席削弱情感维度，金靖独挑女性角色压力大；部分老粉质疑“流量取代实力”，担忧推理严谨性下降。支持方：丁程鑫的年轻活力可为节目注入新鲜感，其推理天赋（如狼人杀游戏MVP表现）,https://m.weibo.cn/detail/5279940566322457
演员成长与角色群像评价,post,3,粉丝点评/记忆表达明确,隔着星星想你,#迪丽热巴迎来了属于自己的玲姐#老粉已内牛满面 这位“玲姐”一定要保护好我家巴巴！ ​,https://m.weibo.cn/detail/5279028253563193
迪拜报平安/守护型记忆,post,3,粉丝点评/记忆表达明确,ZS--DD88,迪丽热巴超话 致亲爱的巴巴：我是你八年多的老粉了！我几乎很少发帖，但现在我请你一定要平安回来！我们不去时装周了，我不在乎妆造，我什么都不在乎，我只在乎你的安全！你一个人在那里，听着爆炸声，肯定很无助害怕，不要怕姐姐，好好照顾自己！ 平安归来！！！姐姐快快发个微博报平安吧！！！@Dear-迪丽热巴,https://m.weibo.cn/detail/5272551014271129
行走的油画/神女美貌出圈,post,3,粉丝点评/记忆表达明确,雾蝶望轩vin,☑️四月产出总结▷娜扎爱豆🎤微博正文学姐🏫微博正文梦一场💤微博正文百合🟣微博正文▷宋轶相思泪💧微博正文垂耳兔🐰微博正文萌新主公🌸微博正文阴雨季🌧️微博正文▷周也公主👸🏻微博正文夏晓兰⏰微博正文青绿🖼️微博正文👓微博正文红黑⚫微博正文▷闫桉雪落❄️微博正文战🗡️微博正文化蝶🦋微博正文神⬜微博正文贵公子👑微博正文▷周深童话🍄微博正文粉🌷微博正文春日来信📨微博正文陈旧的书📚微博正文▷李兰迪花开🌺微博正文旷野行🌵微博正文贵女⬛微博正文▷张婧仪向,https://m.weibo.cn/detail/5293513962426329
高雯名场面与早期出圈,post,3,粉丝点评/记忆表达明确,是澜云酱呀,迪丽热巴跑男只录了12天，就留下了万万粉丝心中的白月光跑男迪，美丽转圈圈，迪丽热血，此女的魅力简直超乎众人想象请谨记，迪丽热巴不是上了跑男才火的，而是火了之后才上的跑男，高雯凤九哪个不出圈 ​,https://m.weibo.cn/detail/5292035432518272
爱丽丝与热巴的双向奔赴,post,3,粉丝点评/记忆表达明确,单车小朋,#迪丽热巴在还63张自拍的债了#在这个明星随口画饼、营业全靠敷衍的内娱，迪丽热巴用一场“分期付款式”的自拍还债，诠释了偶像和粉丝之间最美好的双向奔赴。当初只是探班现场一个粉丝互动的小约定，没有任何合约约束，也没有强制要求，可她偏偏记在了心里，哪怕新剧开播、行程繁忙，也依旧分批兑现承诺，认认真真对待粉丝的每一个小期待。熟悉她的人都知道，这不是她第一次这么宠粉。早年间她就有过一次性发布百张自拍的宠粉名场面，如今63张CCD自拍的约定，更是让,https://m.weibo.cn/detail/5294035277185302
红毯神图与高定封神造型,post,3,粉丝点评/记忆表达明确,职场王怼怼,#迪丽热巴邓为迪奥生图# 迪丽热巴蓝调礼裙撑伞名场面，原相机直出也美到发光！邓为金发贵气感拉满，同框颜值暴击💥#迪丽热巴迪奥南京活动人气##时尚灵感解读# L影视剧未央的微博视频 ​,https://m.weibo.cn/detail/5292712190552120
跑男时期综艺名场面,post,3,粉丝点评/记忆表达明确,呆汪萨团o,#迪丽热巴跑男只录了12天#名场面至今被反复重温 ​,https://m.weibo.cn/detail/5292221582806559
跑男时期综艺名场面,post,3,粉丝点评/记忆表达明确,第壹萬小時,#迪丽热巴跑男只录了12天#迪丽热巴作为常驻嘉宾加盟2017年《奔跑吧》第五季，实际拍摄仅12个工作日（分散在2月至4月），却通过剪辑支撑起整季12期、跨度近3个月的播出内容。其录制地点覆盖上海、杭州、大连等多地，包含转圈舞、泥潭挑战等经典名场面。 ​,https://m.weibo.cn/detail/5292117834334289
嘻嘻迪/表情包/可爱梗,post,3,粉丝点评/记忆表达明确,雨巷听箫,#迪丽热巴跑男只录了12天#这么好的热巴，就录了这么短时间，真的没看够啊！要是能多录一阵子，肯定能留下超多可爱名场面的！ ​,https://m.weibo.cn/detail/5292095554192166
嘻嘻迪/表情包/可爱梗,post,3,粉丝点评/记忆表达明确,遇渝栖于栩,𝐒𝐡𝐚𝐫𝐞｜古早漫画风壁纸.ᐟ.ᐟ‪ᯅ̈ ｜ ins风壁纸 ｜女生头像丨电视剧电视📺丨搞笑综艺丨喜人奇妙夜丨喜人丨爆梗日常搞笑《打工人的怨气》⭐💐🫧𝗪𝗲𝗖𝗵𝗮𝘁 𝙒𝙚𝘾𝙝𝙖𝙩｜小猫头像头像分享| 卡通头像| 可爱头像 | 审美积累｜可爱｜萌宠｜ipad壁纸｜手机壁纸｜ins｜高清｜无水印｜好运｜搞怪｜毛茸茸｜奇奇怪怪｜头像推荐｜清新｜淡淡的｜高能量｜韩系｜高级感｜双人头像｜ipad壁纸张子枫｜周也｜鞠婧祎｜张婧仪｜欧阳娜娜｜文淇｜陈都灵,https://m.weibo.cn/detail/5293780557365647
嘻嘻迪/表情包/可爱梗,post,3,粉丝点评/记忆表达明确,1颗外星人,你们都是玩梗，只有我是天天跟我妈吵得鸡飞狗跳（因为我不想按她的安排去相亲联姻，门当户对有什么意思啊，我真是不懂了）然后我爸就假装要停我副卡（没真停，转头偷偷给我转了200w让我自己玩）我直接拎着刚买的限量款包揣着刚抽的演唱会门票溜了，笑死，他们还一直派人找我（我家司机大叔，找到我先塞了顿火锅，嘴上骂我任性转头帮我瞒行程）这些年身边追我的人能从市中心排到海边，除了她@Dear-迪丽热巴 （我媳妇 老子不想跪榴莲）,https://m.weibo.cn/detail/5292436944849846
嘻嘻迪/表情包/可爱梗,post,3,粉丝点评/记忆表达明确,_PeaceFuL-JoY_,周小闹团播系列第九集：团播，会遇到怎么样的奇葩粉丝Wechat｜现在就出发搞笑片段｜经典综艺片段｜气质干净𝐢𝐧𝐬女头 ｜女生头像｜小众头像｜气质头像｜温柔女头｜甜美头像｜韩系女头｜颜值头像 壁纸分享/Wechat背景图/背景图/聊天背景图/壁纸套图/iPhone壁纸/审美积累/手机壁纸/高清/风景/小众 /自喜/猜你喜欢/头像/风景/壁纸/头像 杨幂 刘诗诗 唐嫣 赵丽颖 赵今麦 孙千 周雨彤 张婧仪 周也 范冰冰 谭松韵 关晓彤 景甜,https://m.weibo.cn/detail/5291919263662700
嘻嘻迪/表情包/可爱梗,post,3,粉丝点评/记忆表达明确,有事就闭嘴_,ฅʕ•̫͡•ʔฅ¨̮ ᴴᴬᵛᴱ ᴬ ᴳᴼᴼᴰ ᵀᴵᴹᴱ🚚..........ᴅᴜᴅᴜ！精致女生头像|闺蜜女头｜氛围感女头|精选头像 | 双人女头｜双人头像 ｜高级头像 ｜头像分享玫色蓝色系粉色系黑白色系黄色系红色系橙色系绿色系紫色系棕色咖色灰色冷色调暖色调渐变可爱高级感高质量氛围感ins风无水印 ins风 𝙒𝙚𝘾𝙝𝙖𝙩｜女头分享💫女生头像 分享清纯 女头精选 温柔干净 高质量无水印 氛围感女头 情侣头像 单人情头 超甜情头 头像WeCh,https://m.weibo.cn/detail/5291735194537366
嘻嘻迪/表情包/可爱梗,post,3,粉丝点评/记忆表达明确,朝朝满地爬,𝙒𝙚𝘾𝙝𝙖𝙩背景图 𝙞𝙣𝙨风 背景图推荐奶龙表情包 奶龙可爱❤️🧡💛💚💙💜🤎🖤🤍杨幂 刘诗诗 唐嫣 赵丽颖 赵今麦 孙千 周雨彤 张婧仪 周也 范冰冰 谭松韵 关晓彤 景甜 李沁 甜玉米江疏影 秦岚 宋祖儿 陈都灵 张子枫 古力娜扎卢昱晓 戚薇 毛晓彤 李庚希 向涵之 张小斐 周冬雨 迪丽热巴 陈瑶 吴谨言 蓝盈莹 李一桐 孟子义 彭小苒 祝绪丹 张予曦 金晨 蔡文静𝙒𝙚𝘾𝙝𝙖𝙩头像丨头像分享丨可爱头像丨可爱玩偶头像丨可爱 𝙬𝙖𝙡𝙡𝙥𝙖,https://m.weibo.cn/detail/5290054985712945
嘻嘻迪/表情包/可爱梗,post,3,粉丝点评/记忆表达明确,今天也很耶yeah,迪丽热巴超话 谁有这个系列的表情包，真的好可爱 ​,https://m.weibo.cn/detail/5284056910791640
白日提灯贺思慕/女鬼鬼王记忆,post,3,粉丝点评/记忆表达明确,巴分糖我爱,超前点映 看完了白日提灯大结局 好感动这是我看过最好看的古装剧！开播第一天到现在 白日提灯温暖了我治愈了我热巴的演技和台词真的太厉害了！也很感谢我们热巴把万灵之主贺思慕诠释得这么好这么到位这么动人我怎么没有早点发现这个宝贝呢 我总在想 这个女孩儿到底是怎么把每一件事都能够完成得这么完美 我也总在想 这个女孩儿为什么一路走来历经风雨 却依旧努力 坚韧 温柔 善良又美好 我想 这应该也是她能走到今天的原因吧我很荣幸入坑，我想，哪怕有一天我不,https://m.weibo.cn/detail/5288151766796158
枭起青壤/聂九罗表演突破,post,3,粉丝点评/记忆表达明确,我本不听道理,迪丽热巴超话#迪丽热巴聂九罗# dlrb #迪丽热巴枭起青壤#“永远喜欢她那种不服输敢于尝试的勇气”@Dear-迪丽热巴 ​,https://m.weibo.cn/detail/5294605777766331
嘻嘻迪/表情包/可爱梗,post,3,粉丝点评/记忆表达明确,Forever08261,𝐇𝐢𝐝𝐞｜憨豆先生｜第三集萌宠头像｜治愈系头像头像安利｜卡通手绘｜软萌头像｜审美封神｜可爱爆棚｜毛茸茸萌物｜平板全屏壁纸｜手机超清壁纸｜小红书热榜｜无水印原图｜转运好运｜搞怪趣味｜小众独特｜清新温柔｜氛围感拉满｜韩系极简｜高级质感｜闺蜜双人头像｜横屏护眼壁纸 张子枫｜周也｜鞠婧祎｜张婧仪｜欧阳娜娜｜文淇｜陈都灵｜杨幂｜赵今麦｜卢昱晓｜白鹿｜刘亦菲｜Angelababy｜刘浩存｜李兰迪｜徐若晗｜杨超越｜田曦薇｜孟子义｜虞书欣｜迪丽热巴｜刘,https://m.weibo.cn/detail/5293349141741794
白日提灯贺思慕/女鬼鬼王记忆,post,3,粉丝点评/记忆表达明确,Eady迪,迪丽热巴超话#迪丽热巴贺思慕##白日提灯##向全世界安利迪丽热巴# 宝宝你萌 ​,https://m.weibo.cn/detail/5291994110231237
演员成长与角色群像评价,post,3,粉丝点评/记忆表达明确,易山洪的daily,想把这幅作品安利给所有人！点击年度创作-星粉展区，速来pick迪丽热巴星粉超话年度创作，助TA神速出圈！#超话大赏# ​,https://m.weibo.cn/detail/4974553929091111
